Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Italien (Nord)[€/MWh];Niederlande[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Slowenien[€/MWh];Tschechien[€/MWh];Ungarn[€/MWh];Österreich[€/MWh];Deutschland/Österreich/Luxemburg[€/MWh];Belgien[€/MWh];Norwegen 2[€/MWh]
13.12.2018;07:00;75,96;70,04;75,96;76,99;76,99;75,96;-;70,04;76,24;76,99;76,8;82,99;76,24;-;78,24;70,04
13.12.2018;08:00;76,49;74,66;76,49;79,47;79,47;77,13;-;74,66;79,06;79,47;79,35;80,76;77,45;-;82,94;74,66
13.12.2018;09:00;75,9;74,08;75,9;78,54;78,54;78;-;74,08;78,64;78,54;77,33;80,36;76,92;-;81,4;74,08
13.12.2018;10:00;75,37;62,41;75,37;75,37;75,37;75,37;-;62,41;75,7;75,37;75,38;75,52;75,37;-;75,37;62,41
13.12.2018;11:00;74;58,46;74;75,56;75,56;74,06;-;58,46;74,26;75,56;74,89;74,89;74,94;-;77,37;58,46
13.12.2018;12:00;72,98;65,46;72,98;72,98;72,98;72,98;-;65,46;72,69;72,98;73,99;73,99;72,98;-;72,98;65,46
13.12.2018;13:00;72,98;62,9;72,98;72,98;72,98;72,98;-;62,9;73,25;72,98;73,73;73,73;72,98;-;72,98;62,9
13.12.2018;14:00;74,4;63,03;74,4;74,4;74,4;74,4;-;63,03;73,28;74,4;75;75;74,4;-;74,4;63,03
13.12.2018;15:00;78,77;76,1;78,77;78,77;78,77;78,77;-;76,1;74,45;78,77;77,64;77,64;78,77;-;78,77;76,1
13.12.2018;16:00;81,33;65,69;81,33;81,52;85;82,09;-;79,38;76,1;85;79,91;85,31;81,79;-;81,59;65,69
13.12.2018;17:00;88,71;60,93;88,71;88,71;90,25;88,71;-;68;82,88;90,25;83,72;87,22;88,71;-;88,71;60,93
13.12.2018;18:00;77,24;56,21;75,38;88,8;88,8;87,86;-;75,38;78,45;88,8;81,59;85,41;80,88;-;100;56,21
13.12.2018;19:00;77,5;54,31;61,39;85;85;80,54;-;61,39;74,87;85;75,86;79,85;79,51;-;93,69;54,31
13.12.2018;20:00;60,78;52,81;52,81;73,78;73,78;68,1;-;52,81;69,78;73,78;71,99;76,08;73,78;-;86,68;52,81
13.12.2018;21:00;54,29;52,69;52,69;69,09;69,94;54,43;-;52,69;67,09;69,94;58,6;69,98;69,94;-;86,6;52,69
13.12.2018;22:00;58,32;50,74;50,74;67,33;67,65;58,42;-;50,74;65,06;67,65;55,5;65,89;66,15;-;77,53;50,74
13.12.2018;23:00;51,92;49,65;49,65;64,57;64,57;51,92;-;49,65;63,11;64,57;51,38;58,48;55,1;-;80,13;49,65
14.12.2018;00:00;49,69;49,69;49,69;60,86;64,65;51,33;-;49,69;63,91;59,2;53;54,69;59,2;-;73,72;49,69
14.12.2018;01:00;48,83;48,83;48,83;58,62;60,78;50,44;-;48,83;59,28;54,05;51,1;51,1;54,05;-;60,5;48,83
14.12.2018;02:00;48,39;48,39;48,39;58,05;58,74;51,18;-;48,39;57,94;54,02;50,2;50,25;54,02;-;58,77;48,39
14.12.2018;03:00;48,94;48,69;48,69;51,19;58,24;49,1;-;48,69;55,51;52,09;49,4;49,4;52,09;-;53,6;48,69
14.12.2018;04:00;49,69;49,49;49,49;50,18;59,36;50,2;-;49,49;55,14;54,04;50,29;50,29;54,04;-;50,22;49,49
14.12.2018;05:00;54,13;52,98;52,98;57,09;63,21;55,65;-;52,98;58,19;63,21;55,18;63,33;63,21;-;58,8;52,98
14.12.2018;06:00;64,98;61,27;63,42;69,53;70,87;65,88;-;63,42;69,31;70,87;71;81,75;70,87;-;74,32;55,93
14.12.2018;07:00;77,75;71,99;77,75;80,93;80,93;77,75;-;75,88;84,84;80,93;87,29;97,15;78,61;-;85,05;71,99
14.12.2018;08:00;90,08;71,94;90,08;90,08;90,08;90,08;-;87,92;92,1;90,08;92,69;92,88;90,08;-;90,08;71,94
14.12.2018;09:00;88,93;69,88;88,93;88,93;88,93;88,93;-;88,93;90,52;88,93;90,82;90,82;88,93;-;88,93;69,88
14.12.2018;10:00;83,9;60,06;83,9;84,17;84,17;84,77;-;81,88;86,86;84,17;87,24;87,24;83,98;-;84,51;60,06
14.12.2018;11:00;84,33;59,05;84,33;84,33;84,33;84,33;-;82,31;83,71;84,33;85,5;85,5;84,33;-;84,33;59,05
14.12.2018;12:00;83,3;64,45;83,3;83,3;83,3;83,3;-;82,66;79,17;83,3;82,98;83,39;83,3;-;83,3;64,45
14.12.2018;13:00;81,81;60,48;79,85;81,81;81,81;81,81;-;79,85;79,12;81,81;82,99;82,99;81,81;-;81,81;60,48
14.12.2018;14:00;83,3;61,75;81,3;83,3;83,3;83,3;-;81,3;79,42;83,3;84;85,46;83,3;-;83,3;61,75
14.12.2018;15:00;83,04;65,9;83,04;83,04;83,04;83,04;-;83,04;80,89;83,04;85,83;85,83;83,04;-;83,04;65,9
14.12.2018;16:00;84,84;74,93;84,84;84,84;84,84;84,84;-;84,84;87,2;84,84;93,5;96,77;84,84;-;84,84;74,93
14.12.2018;17:00;97,29;74,92;97,29;97,29;97,29;97,29;-;94,96;96,13;97,29;98,3;99,97;97,29;-;97,29;74,92
14.12.2018;18:00;83,35;61,27;83,35;90;90;83,35;-;81,35;89,09;90;91,19;91,19;85,02;-;97,22;61,27
14.12.2018;19:00;75,65;55,92;75,65;85,15;85,15;75,65;-;73,84;83,3;85,15;85,15;85,15;78,03;-;95,58;55,92
14.12.2018;20:00;72,51;55,1;55,1;76,52;75;72,51;-;55,1;75,27;75;75,99;79,86;73,51;-;80,9;55,1
14.12.2018;21:00;60,79;55;55;71,28;71,28;62;-;55;69,63;71,28;68,21;69,09;65,01;-;81,99;55
14.12.2018;22:00;59,42;53,71;53,71;69,09;69,09;59,9;-;53,71;68,62;69,09;61,85;65,87;63,03;-;79,08;53,71
14.12.2018;23:00;52,88;51,55;51,55;68,47;68,47;52,88;-;51,55;66,27;56,58;56;56,94;56,58;-;86,18;51,55
15.12.2018;00:00;58,07;53,1;53,1;70,33;70,33;63,04;-;53,1;67,7;70,33;54,69;57,69;70,33;-;66;53,1
15.12.2018;01:00;52,83;51,56;51,56;63,43;63,43;53,27;-;51,56;63,06;58,19;53,01;53,98;58,19;-;70,16;51,56
15.12.2018;02:00;52,12;50,92;50,92;58,34;59,24;52,6;-;50,92;57,96;53,66;52,17;52,17;53,66;-;63,1;50,92
15.12.2018;03:00;52,74;51,06;51,06;52,74;59,24;52,74;-;51,06;56,1;52,74;50,67;50,67;52,74;-;52,74;51,06
15.12.2018;04:00;51,25;50,5;50,5;51,25;59,24;51,25;-;50,5;55,65;51,25;50,89;50,89;51,25;-;51,25;50,5
15.12.2018;05:00;50,78;50,78;50,78;50,81;59,24;50,79;-;50,78;55,81;51,03;51,86;51,86;51,03;-;50,8;50,78
15.12.2018;06:00;51,07;51,07;51,07;51,76;63,1;51,4;-;51,07;58,23;63,1;54,13;57;53,06;-;51,47;51,07
15.12.2018;07:00;52,21;52,21;52,21;57,15;69,23;54,33;-;52,21;64,48;69,23;57,59;62,07;57,28;-;55;52,21
15.12.2018;08:00;54,76;53,06;53,45;67,73;71,71;60,26;-;53,45;67,72;71,71;62;66,7;68,01;-;62,06;53,06
15.12.2018;09:00;68,4;53,87;66,76;68,4;71,78;68,4;-;66,76;70,03;71,78;66,3;72,46;68,4;-;68,4;53,87
15.12.2018;10:00;66,98;54,13;65,38;70,49;70,86;68,51;-;65,38;69,56;70,86;66;72,75;70,55;-;68,98;54,13
15.12.2018;11:00;68,93;54,12;67,27;68,93;68,93;68,93;-;67,27;67,44;68,93;65,49;70,88;68,93;-;68,93;54,12
15.12.2018;12:00;64,95;53,95;63,39;67,58;67,58;66,1;-;63,39;66,17;67,65;63,5;67,96;67,65;-;66,46;53,95
15.12.2018;13:00;58,71;53,91;58,71;63,1;63,22;60,63;-;58,71;63,57;63,22;61,15;62,59;63,22;-;61,23;53,91
15.12.2018;14:00;55,35;53,98;55,35;58;61,96;57,73;-;55,35;63,03;61,96;60,2;60,67;61,96;-;58;53,98
15.12.2018;15:00;53,89;53,89;53,89;58,72;62,47;58,53;-;53,89;63,71;62,47;61,7;64,23;62,47;-;58,85;53,89
15.12.2018;16:00;53,66;53,66;53,66;60,04;67,46;59,39;-;53,66;66,96;67,46;67,49;71,78;66,76;-;60,04;53,66
15.12.2018;17:00;60,32;60,32;60,32;62,72;71,13;70;-;60,32;70,19;71,13;67,99;73,99;68,18;-;63,53;54,71
15.12.2018;18:00;52,87;52,87;52,87;69,83;70,1;60,2;-;52,87;70,76;70,1;61,57;70,03;69,99;-;62,47;52,87
15.12.2018;19:00;48,29;48,29;51,41;67,61;69,43;56,69;-;51,41;70,02;69,43;55,99;67,94;67,95;-;59,31;51,41
15.12.2018;20:00;50,3;50,3;50,3;60,78;66,98;66,47;-;50,3;65,98;66,98;54;60,66;66,04;-;66,47;50,3
15.12.2018;21:00;46,92;46,92;49,41;51,56;61,04;53,59;-;49,41;63,04;61,04;49,89;56,96;61,04;-;53,59;49,41
15.12.2018;22:00;43,64;43,64;48,2;60,48;60,48;53,2;-;48,2;63,49;60,48;46;55,06;60,48;-;54,14;48,2
15.12.2018;23:00;36,72;36,72;46,59;59,41;59,41;48,13;-;46,59;62,42;57,55;40,24;47,04;57,55;-;50,38;46,59
16.12.2018;00:00;36,96;36,96;47,13;55,19;55,19;48,69;-;47,13;56,97;54,94;36,72;44,91;54,94;-;49;47,13
16.12.2018;01:00;38,81;38,81;38,81;51,2;51,2;53,94;-;46,98;53,55;49,11;33,35;37,14;49,11;-;60,03;46,98
16.12.2018;02:00;38,1;38,1;38,1;49,58;49,58;55,13;-;46,59;49,01;47,21;33,5;34,89;47,21;-;55,66;46,59
16.12.2018;03:00;38,58;38,58;38,58;46,74;46,74;50,1;-;46,25;46,47;46,74;34,13;34,13;46,74;-;50,79;46,36
16.12.2018;04:00;38,23;38,23;38,23;46;46;49,88;-;46,32;45,2;46;32,94;32,94;46;-;50,35;46,32
16.12.2018;05:00;38,42;38,42;38,42;46,77;47,7;49,72;-;46,34;46,08;47,7;32,6;35,02;47,7;-;50,31;46,34
16.12.2018;06:00;38,41;38,41;46,79;49,11;55,25;53,94;-;46,79;51,63;51,01;34,48;35,98;51,01;-;54,6;46,79
16.12.2018;07:00;37,08;37,08;47,59;50,81;58,24;65,42;-;47,59;53,57;53,04;34,9;46,48;53,04;-;60,94;47,59
16.12.2018;08:00;42,76;42,76;48,34;51,6;58,81;51,24;-;48,34;55,89;57,07;44,3;52,65;57,07;-;58,58;48,34
16.12.2018;09:00;47,42;47,42;48,67;56,72;63,91;63,13;-;48,67;57,29;63,91;49;59,58;63,91;-;63,23;48,67
16.12.2018;10:00;47,59;47,59;49,09;57,98;65,94;77,84;-;49,09;59,67;65,94;59;62,06;65,94;-;64,97;49,09
16.12.2018;11:00;50,55;50,55;50,55;58,82;66,02;80,1;-;50,55;60,53;66,02;55,9;62,24;66,02;-;63,62;50,55
16.12.2018;12:00;55,87;51,52;51,52;64,44;67,23;80,41;-;51,52;63,07;67,23;56;62,02;67,23;-;70,27;51,52
16.12.2018;13:00;54,24;51,45;51,45;59,29;63,51;79,8;-;51,45;61,2;63,51;56;58,56;63,51;-;61,99;51,45
16.12.2018;14:00;52,25;51,71;51,71;57,05;64,11;74,91;-;51,71;57,2;64,11;55;57,66;64,11;-;59,25;51,71
16.12.2018;15:00;53,58;51,61;52,49;55,87;68;65,1;-;52,49;58,5;58,98;56,01;59;58,08;-;57,06;52,49
16.12.2018;16:00;58,45;55,2;55,2;58,45;70,97;58,45;-;55,2;60,15;70,97;59,23;71,4;58,45;-;58,45;54,32
16.12.2018;17:00;67,01;54,76;57,08;67,01;77,49;67,01;-;57,08;66,86;77,49;64,29;79,96;67,01;-;67,01;54,76
16.12.2018;18:00;71,1;54,49;58,25;71,1;77;71,1;-;58,25;69,13;77;66,74;81,43;71,1;-;71,1;54,49
16.12.2018;19:00;64,95;52,93;52,93;69,31;77,49;66,75;-;52,93;67,66;77,49;63,4;80,39;69,05;-;67,36;52,93
16.12.2018;20:00;61,61;52,13;52,13;68,07;73,42;64,24;-;52,13;64,48;73,42;61;72,34;68,26;-;65,15;52,13
16.12.2018;21:00;60,6;51,57;51,57;60,6;70,86;60,6;-;51,57;57,69;70,86;55,4;64,94;60,6;-;60,6;51,57
16.12.2018;22:00;50,63;50,63;50,63;66,01;67,79;56,92;-;50,63;57,63;67,79;56,41;56,41;66,57;-;59,07;50,63
16.12.2018;23:00;49,82;49,82;49,82;57,26;61,04;52,87;-;49,82;54,94;57,55;51;51,82;57,55;-;53,91;49,82
17.12.2018;00:00;52,08;52,08;52,08;52,08;55,5;52,08;-;50,41;54,06;52,08;51;50,45;52,08;-;52,08;50,41
17.12.2018;01:00;50,08;49,94;49,94;51;54,33;50,08;-;49,94;50,92;50,3;47,96;47,96;50,3;-;52,11;49,94
17.12.2018;02:00;49,92;49,78;49,78;49,92;54,23;49,92;-;49,78;50,24;49,92;46,96;46,96;49,92;-;49,92;49,78
17.12.2018;03:00;49,05;49,05;49,05;49,05;53,83;49,05;-;49,05;48,94;49,05;45,7;45,7;49,05;-;49,05;49,05
17.12.2018;04:00;49,47;49,47;49,47;49,47;54,25;49,47;-;49,47;50;49,47;47;47;49,47;-;49,47;49,47
17.12.2018;05:00;52,03;52,03;52,03;52,03;55,88;52,03;-;52,03;56,06;52,03;55;55;52,03;-;52,03;52,03
17.12.2018;06:00;65,15;57,4;60,68;65,15;65,15;65,15;-;60,68;67,03;65,15;67,98;75,04;65,15;-;65,15;56,65
17.12.2018;07:00;78,1;75,81;82,57;78,1;78,1;78,1;-;75,6;77,68;78,1;83,8;83,8;78,1;-;78,1;75,6
17.12.2018;08:00;83,7;81,02;83,7;83,7;83,7;83,7;-;81,02;81,64;83,7;85,98;85,98;83,7;-;83,7;81,02
17.12.2018;09:00;83,76;80,04;83,76;83,76;90,01;83,76;-;80,04;81,64;90,01;85,96;85,96;83,76;-;83,76;80,04
17.12.2018;10:00;82;76,69;82;82;90;82;-;76,69;79,18;90;84,5;85,93;82;-;82;76,69
17.12.2018;11:00;80,96;77,73;80,96;80,96;90,07;80,96;-;77,73;78,06;90,07;83,26;85,95;80,96;-;80,96;77,73
17.12.2018;12:00;79,02;76,49;79,02;79,02;79,02;79,02;-;76,49;76,3;79,02;83,5;85,95;79,02;-;79,02;76,49
17.12.2018;13:00;79,01;76,49;79,01;79,01;79,01;79,01;-;76,49;75,42;79,01;83,5;85,95;79,01;-;79,01;76,49
17.12.2018;14:00;79,03;76,75;79,03;79,03;79,03;79,03;-;76,75;75,39;79,03;82,15;82,15;79,03;-;79,03;76,75
17.12.2018;15:00;78,98;78,81;78,98;78,98;90,01;78,98;-;78,81;76,61;90,01;84;84;78,98;-;78,98;78,81
17.12.2018;16:00;79,05;79,05;79,05;79,05;95;79,05;-;79,05;76,76;95;86;87,94;79,05;-;79,05;79,05
17.12.2018;17:00;80,9;80,9;80,9;81,63;96,66;82,97;-;80,9;82,56;96,66;91,75;91,75;80,97;-;82,99;80,9
17.12.2018;18:00;81,38;78,78;81,38;81,38;90;81,38;-;78,78;79,78;90;84,38;84,38;81,38;-;81,38;78,78
17.12.2018;19:00;79;70,15;79;79;79;79;-;70,15;75,52;79;79,93;79,93;79;-;79;70,15
17.12.2018;20:00;75,04;56,56;75,04;75,04;75,04;75,04;-;56,56;70,23;75,04;73;75,91;75,04;-;75,04;56,56
17.12.2018;21:00;66,6;55,28;66,6;68,15;68,15;66,6;-;54,86;64,86;68,15;62;64,89;67,01;-;68,94;54,86
17.12.2018;22:00;58,12;53,58;58,12;64,8;64,8;58,12;-;53,58;62,06;64,8;59,23;61,5;59,75;-;66,14;53,58
17.12.2018;23:00;52,95;52,5;52,5;58,78;59,95;54,24;-;52,5;57,52;54,67;53,49;53,49;54,67;-;57,14;52,5
18.12.2018;00:00;51,16;51,16;52,33;53;56,65;51,2;-;52,33;57,06;52,12;53,49;52,01;52,12;-;53,16;52,33
18.12.2018;01:00;51,02;51,02;51,02;51,03;52,48;51,02;-;51,02;54,36;51,08;50,1;50,1;51,08;-;51,02;51,02
18.12.2018;02:00;49,83;49,83;49,83;50;51,02;49,88;-;50,24;53,11;51,02;49;49;51,02;-;49,93;50,24
18.12.2018;03:00;48,93;48,93;48,93;49,04;50;48,93;-;49,42;52,09;50;47,5;47,5;50;-;49,03;49,42
18.12.2018;04:00;49;49;49;49;51,09;49;-;50,19;52,28;51,09;48,5;48,5;51,09;-;49;50,19
18.12.2018;05:00;51,03;51,03;51,03;50,87;55,52;50,92;-;52,91;56,66;55,52;52,69;54,85;52,03;-;50,9;52,91
18.12.2018;06:00;58,81;58,81;58,81;58,81;64,99;58,81;-;57,14;64,28;64,99;62,8;70,01;60;-;58,81;55,75
18.12.2018;07:00;71,23;71,23;71,23;71,23;71,23;71,23;-;71,22;74,02;71,23;75;81,65;71,23;-;71,23;71,22
18.12.2018;08:00;74,63;74,63;74,63;74,63;74,63;74,63;-;74,63;76,08;74,63;76,45;80,95;74,63;-;74,63;74,63
18.12.2018;09:00;72,04;72,04;72,04;72,04;73,3;72,04;-;72,04;75,08;73,3;76;80,52;72,04;-;72,04;72,04
18.12.2018;10:00;69,68;69,68;69,68;69,68;70,77;69,68;-;69,68;74,09;70,77;74,09;77,78;69,97;-;69,68;69,68
