Datum;Uhrzeit;Deutschland/Luxemburg[€/MWh];Dänemark 1[€/MWh];Dänemark 2[€/MWh];Frankreich[€/MWh];Italien (Nord)[€/MWh];Niederlande[€/MWh];Polen[€/MWh];Schweden 4[€/MWh];Schweiz[€/MWh];Slowenien[€/MWh];Tschechien[€/MWh];Ungarn[€/MWh];Österreich[€/MWh];Deutschland/Österreich/Luxemburg[€/MWh];Belgien[€/MWh];Norwegen 2[€/MWh]
03.04.2019;02:00;31,08;31,08;31,08;31,08;44,17;31,08;-;31,08;30,91;31,08;30,8;30,8;31,08;-;31,08;37,26
03.04.2019;03:00;31,19;31,19;31,19;31,19;44,15;31,19;-;31,19;29,74;31,19;30,25;30,25;31,19;-;31,19;37,26
03.04.2019;04:00;32,57;32,57;32,57;32,57;44,17;32,57;-;32,57;30,82;32,57;31,18;31,18;32,57;-;32,57;36,93
03.04.2019;05:00;35;35;36;35;47,16;35;-;36;34,17;39,06;35,5;41,89;35;-;35;38,43
03.04.2019;06:00;42,98;42,17;41,17;42,98;53,43;42,98;-;41,17;42,88;51;43,5;51,56;42,98;-;42,98;40,75
03.04.2019;07:00;48,25;44,8;49,07;48,25;66,36;48,25;-;44,8;48;48,25;49,26;60,56;48,25;-;48,25;42,79
03.04.2019;08:00;52,42;48,44;52,42;52,42;90,1;52,42;-;48,44;51,33;52,42;51,9;70,08;52,42;-;52,42;43,07
03.04.2019;09:00;54,72;46,47;54,72;54,72;90,26;54,72;-;46,47;49,81;54,72;50,29;62,36;54,72;-;54,72;42,84
03.04.2019;10:00;49,47;46,42;49,47;49,47;90,07;49,47;-;46,16;46,7;49,47;47,5;56,27;49,47;-;49,47;42,7
03.04.2019;11:00;47,99;45,76;47,99;48,21;83,95;47,87;-;44,58;45,06;48,03;46,36;48,08;48,03;-;48,06;42,48
03.04.2019;12:00;45,01;45,01;45,01;45,21;57,37;44,89;-;42,4;44,01;45,05;44,7;46,17;45,05;-;45,08;42,4
03.04.2019;13:00;43,11;43,11;43,11;43,11;58,11;43,11;-;41,73;43,32;43,11;43,7;45,32;43,11;-;43,11;41,73
03.04.2019;14:00;41,77;41,77;41,77;41,77;72,39;41,77;-;40,77;42,06;41,77;41,77;42,15;41,77;-;41,77;40,77
03.04.2019;15:00;41,48;41,48;41,48;41,48;83,95;41,48;-;40,48;41,94;41,48;41,78;41,78;41,48;-;41,48;40,48
03.04.2019;16:00;41,73;41,73;41,73;41,73;83,95;41,73;-;40,73;42,09;41,73;42,21;42,21;41,73;-;41,73;40,73
03.04.2019;17:00;42,68;42,68;42,68;42,68;72,17;42,68;-;41,08;43,23;42,68;44,1;44,1;42,68;-;42,68;41,08
03.04.2019;18:00;45,44;45,44;45,44;45,44;68,83;45,44;-;41,26;46,17;45,44;47,28;47,28;45,44;-;45,44;41,26
03.04.2019;19:00;51,32;51,32;51,32;51,32;63,5;51,32;-;41,39;49,75;63,5;51,1;63,43;51,32;-;51,32;41,39
03.04.2019;20:00;52,34;52,34;52,34;52,34;67,32;52,34;-;40,89;48,19;67,32;49,2;64,26;52,34;-;52,34;40,89
03.04.2019;21:00;44,08;44,08;44,08;44,08;58,11;44,08;-;39,91;44,61;44,08;44,7;48,08;44,08;-;44,08;40,37
03.04.2019;22:00;39,1;39,1;39,1;49,12;49,12;39,1;-;35,89;42,3;49,12;42,2;45,02;41,26;-;48,71;39,74
03.04.2019;23:00;36,58;36,58;36,58;42,76;46,63;36,58;-;34,95;41,01;45,47;39,27;41,23;37,9;-;42,2;38,56
04.04.2019;00:00;35,6;35,6;35,6;41,56;47,31;35,6;-;32,63;38,57;47,31;37,5;45,97;36,84;-;41,07;38,02
04.04.2019;01:00;35,12;35,12;35,12;35,27;45,31;35,02;-;32,31;35,47;41,1;36,37;41,9;35,15;-;35,17;37,95
04.04.2019;02:00;33;33;33;33;45,06;33;-;32,21;34,68;33;34,95;34,95;33;-;33;37,88
04.04.2019;03:00;32,59;32,59;32,59;34,79;43,05;32,59;-;31,81;33,5;33,05;34,27;34,27;33,05;-;34,64;37,81
04.04.2019;04:00;34,13;34,13;34,13;34,13;42,59;34,13;-;34,13;33,98;34,13;34,98;35,49;34,13;-;34,13;37,19
04.04.2019;05:00;36,86;36,86;36,86;36,86;46,02;36,86;-;36,86;37,94;46,02;38,4;45,95;36,86;-;36,86;38,63
04.04.2019;06:00;44,67;44,67;44,67;44,67;57,09;44,67;-;40,54;44,52;57,09;45,4;54,93;44,67;-;44,67;40,54
04.04.2019;07:00;53,64;44,96;53,64;56,19;69,75;53,64;-;44,96;51;69,75;51,39;62,05;53,64;-;55,91;42,67
04.04.2019;08:00;59,86;49,07;59,86;59,86;82,93;59,86;-;49,07;52,89;82,93;53,32;69,1;59,86;-;59,86;42,05
04.04.2019;09:00;46,92;45,8;46,92;60,44;82,93;47,5;-;45,8;51,23;48,09;51,3;59,96;48,09;-;59,68;41,55
04.04.2019;10:00;48;43,78;48;53,69;79,75;55,76;-;43,78;47,06;48;47,51;53,21;48;-;58,74;41,12
04.04.2019;11:00;47;41,93;47;49,03;70;50,15;-;41,93;46,07;47,59;45,85;48,93;47,59;-;50,83;40,94
04.04.2019;12:00;40,85;40,75;40,85;46,94;57,09;45;-;40,75;44,09;57,09;43;47,36;42,5;-;49,02;40,75
04.04.2019;13:00;41,32;40,53;41,32;41,71;56,01;41,32;-;40,33;42,6;56,01;41,7;45,05;41,42;-;41,66;40,33
04.04.2019;14:00;38,59;38,59;38,59;38,59;69,75;38,59;-;38,73;41,36;48,52;40,22;42,52;38,59;-;38,59;38,73
04.04.2019;15:00;38,3;38,3;38,3;38,3;72,06;38,3;-;38,37;41,18;41;40,7;42,29;38,3;-;38,3;38,37
04.04.2019;16:00;38,1;38,1;38,1;38,1;75;38,1;-;39,03;41,11;75;40,18;43,06;38,1;-;38,1;39,03
04.04.2019;17:00;40,08;40,08;40,08;40,08;65,89;40,08;-;39,86;42,4;59,88;42,44;49,06;40,08;-;40,08;39,86
04.04.2019;18:00;45,23;44,94;45,23;45,23;61,82;45,23;-;40,63;45,34;60;45,45;48,1;45,23;-;45,23;40,63
04.04.2019;19:00;50,5;47,65;50,5;50,5;65,61;50,5;-;40,71;49,04;65,61;49,3;59,98;50,5;-;50,5;40,71
04.04.2019;20:00;48,93;45,67;48,93;48,93;65;48,93;-;40,29;48,35;65;49;59,83;48,93;-;48,93;40,29
04.04.2019;21:00;43,81;43,81;43,81;43,81;58,85;43,81;-;39,66;43,05;58,85;43,27;45,78;43,81;-;43,81;39,66
04.04.2019;22:00;38,49;38,49;38,49;42,44;49,99;38,47;-;37,57;41,61;46,2;40,84;41,9;39,33;-;42,44;38,72
04.04.2019;23:00;36,8;36,8;36,8;37,02;47,31;36,8;-;35,92;39,19;36,85;38,42;38,42;36,85;-;37;37,78
05.04.2019;00:00;35,36;35,36;35,36;40,36;43,24;35,36;-;35,36;37,74;36,45;36,28;37,28;36,45;-;40,16;36,53
05.04.2019;01:00;35,47;35,47;35,47;36,37;40;34,9;-;35,47;35,62;35,67;35,26;35,26;35,67;-;35,78;36,48
05.04.2019;02:00;34,49;34,49;34,49;36,14;38,05;34,49;-;34,49;33,88;34,85;33,39;33,39;34,85;-;36,09;36,57
05.04.2019;03:00;33,76;33,76;33,76;36,98;38;33,76;-;34,59;33,85;34,46;32,99;32,99;34,46;-;36,98;36,22
05.04.2019;04:00;36,17;36,17;36,17;36,17;39,15;36,17;-;37,06;34,65;36,17;34,28;34,28;36,17;-;36,17;37,37
05.04.2019;05:00;38,63;38,63;38,63;38,79;43,4;38,53;-;39,18;37,31;38,66;37,69;37,69;38,66;-;38,68;39,18
05.04.2019;06:00;44,84;44,84;44,84;45,83;57,09;44,84;-;40,89;44,18;44,84;44,9;44,9;44,84;-;45,77;40,89
05.04.2019;07:00;53,16;53,16;53,16;54,92;68,84;52,04;-;42,44;52,18;53,16;51,94;51,94;53,16;-;53,64;42,44
05.04.2019;08:00;58,67;58,67;58,67;58,67;74,33;58,67;-;43,93;56,53;58,67;54,5;54,5;58,67;-;58,67;43,93
05.04.2019;09:00;53,64;47,53;53,64;58,43;61,29;53,64;-;43,17;52,64;54,91;50,62;50,62;54,91;-;53,64;43,17
05.04.2019;10:00;46,58;44,77;46,58;52,55;56,01;46,58;-;42,34;49,82;47,98;48,67;48,67;47,98;-;52,4;42,34
05.04.2019;11:00;44,01;41,29;44,01;46,35;51,52;42,65;-;41,29;47,11;44,52;45,58;45,58;44,52;-;44,65;41,29
05.04.2019;12:00;41,18;41,18;41,18;43,49;46,5;39,9;-;40,73;43,56;41,75;42,21;42,21;41,75;-;39,9;40,73
05.04.2019;13:00;40,08;40,08;40,08;40,73;45,86;39,72;-;40,08;41,1;40,25;40,21;40,21;40,25;-;39,72;40,08
05.04.2019;14:00;38,64;38,64;38,64;38,82;48;38,54;-;39,09;39,67;38,69;39,3;39,3;38,69;-;38,58;39,09
05.04.2019;15:00;38,34;38,34;38,34;38,34;50,93;38,34;-;38,84;39,99;38,34;39,1;39,1;38,34;-;38,34;38,84
05.04.2019;16:00;38,64;38,64;38,64;38,64;50,93;38,64;-;39,12;40,4;38,64;39,81;41,01;38,64;-;38,64;39,12
05.04.2019;17:00;40,96;40,96;40,96;40,96;52,13;40,96;-;39,98;41,45;40,96;41,6;43,99;40,96;-;40,96;39,98
05.04.2019;18:00;44,35;40,63;44,35;44,35;56,02;44,35;-;40,63;45,72;44,35;46,08;55,92;44,35;-;44,35;40,63
05.04.2019;19:00;47,23;40,6;47,23;47,23;67,12;47,23;-;40,6;48,78;47,23;50,82;52,24;47,23;-;47,23;40,6
05.04.2019;20:00;46,94;40,21;46,94;46,94;70;46,94;-;40,21;47,27;46,94;48,97;59,91;46,94;-;46,94;40,21
05.04.2019;21:00;41,99;40,46;40,46;41,99;58,85;41,99;-;40,46;43,56;41,99;43,61;53,51;41,99;-;41,99;40,46
05.04.2019;22:00;41,33;39,48;39,48;41,33;51,63;41,33;-;39,48;41,32;51,63;41;52,08;41,33;-;41,33;39,48
05.04.2019;23:00;40,33;39,16;39,16;40,33;46,5;40,33;-;38,65;38,19;40,33;38,92;45,89;40,33;-;40,33;39,16
06.04.2019;00:00;41,65;41,12;41,12;41,65;54,72;41,65;-;37,96;41,06;41,65;41,8;41,8;41,65;-;41,65;40,77
06.04.2019;01:00;39,86;39,86;39,86;39,86;50,57;39,86;-;37,93;38,52;39,86;39,1;39,1;39,86;-;39,86;40,22
06.04.2019;02:00;38,31;38,31;38,31;38,31;49,12;38,31;-;37,39;36,72;38,31;37,33;37,33;38,31;-;38,31;39,58
06.04.2019;03:00;36,1;36,1;36,1;36,1;48,63;36,1;-;36,1;36,37;36,1;36,6;36,6;36,1;-;36,1;39,21
06.04.2019;04:00;36,13;36,13;36,13;36,13;48,58;36,13;-;36,13;36,26;36,13;36,57;36,57;36,13;-;36,13;39,13
06.04.2019;05:00;37,27;37,27;37,27;37,27;49,01;37,27;-;37,27;37,07;37,27;37,29;37,29;37,27;-;37,27;39,09
06.04.2019;06:00;39,2;39,2;39,2;39,2;52,55;39,2;-;38,06;38,98;39,2;39;39,73;39,2;-;39,2;40,24
06.04.2019;07:00;42,03;42,03;42,03;42,03;58;42,03;-;38,82;41,95;50,03;41,81;49,23;42,03;-;42,03;40,69
06.04.2019;08:00;44,06;44,06;44,06;44,06;58,34;44,06;-;40,35;43,49;58,34;43,4;53,98;44,06;-;44,06;41,62
06.04.2019;09:00;46,51;46,51;46,51;46,51;58,34;46,51;-;41,3;42,71;58,34;43,57;54,46;46,51;-;46,51;41,67
06.04.2019;10:00;42,72;42,72;42,72;42,72;52,1;42,72;-;41,17;42,41;47;40,29;52;42,72;-;42,72;41,17
06.04.2019;11:00;40,91;40,91;40,91;40,91;48,63;40,91;-;40,25;41,9;40,91;37,85;45,39;40,91;-;40,91;40,25
06.04.2019;12:00;34,56;34,56;34,56;40,35;43,13;37,87;-;38,75;40,3;43,13;33,59;41,96;35,66;-;38,4;39,12
06.04.2019;13:00;33,66;34,1;34,1;34,36;40;37,89;-;36,97;37,47;40;31,33;40,05;33,72;-;34,95;39,14
06.04.2019;14:00;31,03;35,94;35,94;31,62;42,12;34,6;-;35,94;34,9;39,81;29,28;38,02;31,09;-;32,12;38,67
06.04.2019;15:00;31,02;35,97;35,97;31,88;43,64;36,2;-;35,97;33,26;39,9;28,5;39,95;31,02;-;32,58;38,4
06.04.2019;16:00;31,04;37,43;37,43;32,2;45,84;37,38;-;37,43;32,1;45,84;28;42,39;31,04;-;32,97;38,61
06.04.2019;17:00;32,41;35,05;35,05;33,53;49,09;38,6;-;38,36;33,08;49,09;32,47;46,06;32,41;-;34,26;39,65
06.04.2019;18:00;41,28;41,28;41,28;41,33;52,29;41,62;-;40,29;39,24;41,28;38,7;44,08;41,28;-;41,38;40,29
06.04.2019;19:00;42,91;42,91;42,91;42,91;60,71;42,91;-;40,9;41,82;60,71;42,23;57,63;42,91;-;42,91;40,9
06.04.2019;20:00;41,88;41,88;41,88;45,65;68,2;65;-;41,07;42,31;68,2;40;62,04;42;-;48,93;41,07
06.04.2019;21:00;39,99;39,99;39,99;41,22;58,34;47,4;-;39,99;41,45;58,34;37,04;55,37;40,1;-;42,28;40,38
06.04.2019;22:00;39,21;39,21;39,21;40,82;50;48;-;39,21;41,69;42;35,67;43,38;39,45;-;42,23;40,03
06.04.2019;23:00;36,22;36,22;36,22;38,41;46,99;45,53;-;36,32;40,99;36,59;31,3;35,55;36,59;-;40,53;39,9
07.04.2019;00:00;36,05;38,61;38,61;45,26;49,92;41,78;-;38,61;37,73;36,36;34,15;37,74;36,36;-;44,96;40,45
07.04.2019;01:00;37,71;38,51;38,51;37,86;48,63;38,63;-;38,51;36,07;37,73;33,48;33,48;37,73;-;37,98;39,91
07.04.2019;02:00;37,13;38,05;38,05;37,18;47,97;37,4;-;38,05;34,83;37,14;32,08;32,08;37,14;-;37,21;39,06
07.04.2019;03:00;35,5;38,03;38,03;35,5;45,83;35,5;-;38,03;34,03;35,5;31,39;31,39;35,5;-;35,5;39,05
07.04.2019;04:00;35,64;38,64;38,64;35,64;45,84;35,64;-;38,64;33,97;35,64;31,42;31,42;35,64;-;35,64;39,07
07.04.2019;05:00;36,17;38,66;38,66;36,17;45,83;36,17;-;38,66;34,59;36,17;31,92;31,92;36,17;-;36,17;39,16
07.04.2019;06:00;36,69;38,32;38,32;36,69;48,41;36,69;-;38,32;36,39;36,69;33,03;33,03;36,69;-;36,69;38,79
07.04.2019;07:00;39,43;39,43;39,43;39,43;48,63;39,43;-;39,43;37,55;39,43;35,1;35,79;39,43;-;39,43;39,43
07.04.2019;08:00;40,51;40,51;40,51;40,51;49,46;40,51;-;40,51;38,12;40,51;37,1;37,94;40,51;-;40,51;40,51
07.04.2019;09:00;40,66;40,66;40,66;40,66;55,27;40,66;-;40,66;36,7;40,66;37,23;37,23;40,66;-;40,66;40,66
07.04.2019;10:00;36,63;39,66;39,66;36,63;58,35;36,63;-;39,66;34,54;36,63;35,07;35,07;36,63;-;36,63;39,66
07.04.2019;11:00;34,99;39,54;39,54;34,99;58,09;34,99;-;39,54;33,91;34,99;33,7;33,87;34,99;-;34,99;39,54
07.04.2019;12:00;34,68;39,19;39,19;34,68;57,09;34,68;-;39,19;31,94;34,68;30,8;31,73;34,68;-;34,68;39,19
07.04.2019;13:00;31,5;38,88;38,88;31,5;51,86;31,5;-;38,88;26,74;31,5;27,6;27,6;31,5;-;31,5;38,88
07.04.2019;14:00;28,03;38,56;38,56;28,03;51,51;28,03;-;38,56;25,09;28,03;26,89;26,89;28,03;-;28,03;38,56
07.04.2019;15:00;28,92;38,35;38,35;28,92;52,34;28,92;-;38,35;25,87;28,92;27,87;27,87;28,92;-;28,92;38,35
07.04.2019;16:00;31,4;38,29;38,29;31,4;52,1;31,4;-;38,29;27,78;31,4;30,37;31,42;31,4;-;31,4;38,29
07.04.2019;17:00;34,87;34,87;38,16;34,87;55;34,87;-;38,16;35,02;34,87;33,8;41,21;34,87;-;34,87;39,16
07.04.2019;18:00;42,9;42,9;40,88;42,9;53,92;42,9;-;40,88;42;42,9;40,31;52,69;42,9;-;42,9;41,02
07.04.2019;19:00;46,65;46,65;46,65;46,65;58,42;46,65;-;42,22;45,1;58,42;45,72;59,13;46,65;-;46,65;42,22
07.04.2019;20:00;49,65;49,65;49,65;49,65;66,2;49,65;-;42,35;45,34;66,2;45,38;63,1;49,65;-;49,65;42,35
07.04.2019;21:00;46,27;46,27;46,27;46,27;58;46,27;-;41,02;44,23;58;43,4;57,34;46,27;-;46,27;42,5
07.04.2019;22:00;45,55;42,04;42,04;45,55;50,61;45,55;-;40,06;43,95;50,61;43,1;51,99;45,55;-;45,55;42,04
07.04.2019;23:00;44,01;41,65;41,65;44,01;46,04;44,01;-;39,46;42,13;44,01;40,53;40,53;44,01;-;44,01;41,65
08.04.2019;00:00;38,84;38,84;38,84;38,84;39,8;38,84;-;37,57;40,81;39,8;36,88;36,88;38,84;-;38,84;40,58
08.04.2019;01:00;37,7;37,7;37,7;37,7;39,05;37,7;-;36,79;38,93;37,7;35,77;35,77;37,7;-;37,7;39,1
08.04.2019;02:00;36,73;36,73;36,73;36,73;36,73;36,73;-;35,85;37,14;36,73;34,29;34,29;36,73;-;36,73;38,59
08.04.2019;03:00;36,3;36,3;36,3;36,3;36,3;36,3;-;35,59;36,93;36,3;33,7;33,7;36,3;-;36,3;38,39
08.04.2019;04:00;37,2;37,2;37,2;37,2;37,2;37,2;-;37,2;38,73;37,2;35,79;35,79;37,2;-;37,2;38,43
08.04.2019;05:00;41,6;41,6;41,6;41,6;41,6;41,6;-;40,6;42,57;41,6;40,88;42,76;41,6;-;41,6;40,6
08.04.2019;06:00;54,96;42,59;42,59;54,96;55;54,96;-;42,59;47,27;55;50,8;57,99;54,96;-;54,96;42,59
08.04.2019;07:00;59,47;44,43;44,43;59,47;66,21;59,47;-;44,43;53,01;66,21;57;74,9;59,47;-;59,47;44,43
08.04.2019;08:00;60;44,84;44,84;60;75,01;60;-;44,84;57,83;75,01;59,59;78,1;60;-;60;44,84
08.04.2019;09:00;58,62;44,49;44,49;58,62;67;58,62;-;44,49;54;67;54,8;72,99;58,62;-;58,62;44,49
08.04.2019;10:00;49,1;44,17;44,17;51,77;66,03;49,1;-;44,17;48,78;66,03;49,4;66,58;49,76;-;51,77;44,17
08.04.2019;11:00;44,4;42,98;42,98;47,63;65,15;44,4;-;42,98;47,17;65,15;46,7;64,2;45,19;-;47,63;42,98
08.04.2019;12:00;42,82;42,35;42,35;47,4;53,34;41;-;42,35;45,93;81,14;43,6;60,3;43,94;-;47,4;42,35
08.04.2019;13:00;41,85;41,85;41,85;43,97;53,39;40,51;-;41,85;45,02;53,39;42,04;59,97;42,36;-;43,97;41,85
08.04.2019;14:00;40,42;40,42;40,42;42,66;59,53;39,25;-;40,42;43,91;59,53;40;59,99;40,96;-;42,66;40,42
08.04.2019;15:00;40,17;40,17;40,17;40,17;61,33;40,17;-;40,17;43,99;61,33;40,68;60,41;40,17;-;40,17;40,17
08.04.2019;16:00;39,73;39,73;40,76;39,73;61,52;39,73;-;40,76;44;61,52;41,46;65,04;39,73;-;39,73;40,76
08.04.2019;17:00;42,84;42,84;41,81;42,84;57,98;42,84;-;41,81;44,64;57,98;44,1;65,04;42,84;-;42,84;41,81
08.04.2019;18:00;45,05;43,1;43,1;45,05;57,98;45,05;-;43,1;46,05;57,98;48,3;68,61;45,05;-;45,05;43,1
08.04.2019;19:00;48,46;43,95;43,95;48,46;72,03;48,46;-;43,95;48,55;96;52,12;82,59;48,46;-;48,46;43,95
08.04.2019;20:00;46,58;43,25;43,25;46,58;73,75;46,58;-;43,25;47,23;101,05;49,61;84,2;46,58;-;46,58;43,25
08.04.2019;21:00;43,42;42,38;42,38;43,53;67;43,78;-;42,38;44,64;67;42,97;73,46;43,45;-;43,63;42,38
08.04.2019;22:00;41,94;41,94;41,01;43,39;55,26;42,37;-;41,01;43,92;55,26;40;58,99;42,25;-;43,3;41,01
08.04.2019;23:00;37,44;37,44;38,36;45,42;49,75;37,44;-;38,36;42,38;49,75;37,33;44,04;39,15;-;45,42;38,9
09.04.2019;00:00;34,75;34,75;33,24;40,97;50,16;34,75;-;33,24;41,83;50,16;37,7;43,79;36,02;-;40;39,84
09.04.2019;01:00;34,69;34,69;34,1;40,55;46,66;34,69;-;34,1;38,36;46,66;37,1;37,1;35,9;-;37,43;39,79
09.04.2019;02:00;35,6;35,6;34,74;35,6;42,56;35,6;-;34,74;35;42,56;35,95;35,95;35,6;-;35,6;39,8
09.04.2019;03:00;34,96;34,96;34,86;34,96;42,45;34,96;-;34,86;34,54;40,7;35,46;35,46;34,96;-;34,96;39,77
09.04.2019;04:00;35,12;35,12;34,91;35,12;42,55;35,12;-;34,91;35,03;42,55;36,47;36,47;35,12;-;35,12;39,72
09.04.2019;05:00;37,47;37,47;40,79;37,47;46,66;37,47;-;40,79;38,91;46,66;40;40,66;37,47;-;37,47;40,79
09.04.2019;06:00;47,2;47,2;44,15;47,2;55,86;47,2;-;44,15;47,99;55,86;48,1;59,4;47,2;-;47,2;44,15
09.04.2019;07:00;52,08;50,51;50,51;52,08;65,65;52,08;-;50,51;53,75;65,65;53,72;69,25;52,08;-;52,08;47
09.04.2019;08:00;55,32;51,9;51,9;55,32;78,29;55,32;-;51,9;56,1;78,29;55,49;75,8;55,32;-;55,32;49,8
09.04.2019;09:00;49,47;47,03;47,03;49,47;79,22;49,47;-;47,03;52,18;79,22;51,98;69,69;49,47;-;49,47;47,03
09.04.2019;10:00;46,73;45,61;45,61;46,97;70;47,11;-;45,61;47,58;70;46,39;62,18;46,8;-;47,17;45,61
09.04.2019;11:00;44,79;44,79;44,4;46,01;67,86;44,79;-;44,4;46,51;67,86;43,39;58,52;45,09;-;46,01;44,4
09.04.2019;12:00;42,76;42,76;43,15;44,26;56,01;41,77;-;43,15;46,09;56,01;41,39;57,01;43,11;-;44,26;43,15
09.04.2019;13:00;40,94;42,29;42,29;43,41;55,95;40,94;-;42,29;43,94;55,95;40,51;55,61;41,52;-;42,31;42,29
09.04.2019;14:00;39,59;40,9;40,9;39,59;62,4;39,59;-;40,9;41,25;62,4;40;56,87;39,59;-;39,59;40,9
09.04.2019;15:00;37,38;40,68;40,68;37,38;64,04;37,38;-;40,68;39,09;64,04;40;58,08;37,38;-;37,38;40,68
09.04.2019;16:00;37,39;40,3;41,48;37,39;67;37,39;-;41,48;39,23;67;40;61,97;37,39;-;37,39;41,48
09.04.2019;17:00;40,71;40,71;42,06;40,71;62,4;40,71;-;42,06;43,18;62,4;42,69;62,49;40,71;-;40,71;42,06
09.04.2019;18:00;44,09;44,09;43,53;44,09;62,4;44,09;-;43,53;46,21;62,4;46;69,25;44,09;-;44,09;43,53
09.04.2019;19:00;47,01;47,01;47,01;47,01;71,9;47,01;-;45,89;48,03;71,9;48,65;83,94;47,01;-;47,01;45,05
09.04.2019;20:00;45,94;44,47;44,47;45,94;72,7;45,94;-;44,47;47,06;72,7;46,9;83,96;45,94;-;45,94;44,47
09.04.2019;21:00;42,76;42,76;42,7;42,76;63,04;42,76;-;42,7;45,45;63,04;43,39;71,22;42,76;-;42,76;42,7
09.04.2019;22:00;42,01;42,01;42,07;42,01;54,68;42,01;-;42,07;43,99;54,68;42;57,81;42,01;-;42,01;42,07
09.04.2019;23:00;39,07;40,06;40,06;39,07;52,39;39,07;-;40,06;42,61;52,39;38,77;52,02;39,07;-;39,07;40,36
10.04.2019;00:00;37,51;37,51;37,51;40,27;49,08;36,5;-;37,51;38,04;49,08;38,06;50,31;38,13;-;36,5;40,47
10.04.2019;01:00;37,18;37,18;37,18;37,18;48,11;37,18;-;37,18;37;48,11;37,39;47,99;37,18;-;37,18;40,11
10.04.2019;02:00;36,54;36,54;36,54;36,54;43,43;36,54;-;36,54;36,29;36,54;37,25;39,41;36,54;-;36,54;39,93
10.04.2019;03:00;35,78;35,78;35,78;35,78;42,24;35,78;-;35,78;35,72;35,78;36,3;36,99;35,78;-;35,78;39,95
10.04.2019;04:00;36,63;36,63;39,88;36,63;43,47;36,63;-;39,88;36,19;43,47;37,39;43,61;36,63;-;36,63;39,88
10.04.2019;05:00;38,55;38,55;42,26;38,55;50;38,55;-;42,26;38,88;50;40,19;50,31;38,55;-;38,55;42,26
10.04.2019;06:00;46,99;46,99;44,37;46,99;56,49;46,99;-;44,37;48,07;56,49;47,45;63,1;46,99;-;46,99;44,37
10.04.2019;07:00;54,43;53,13;53,13;54,43;71,9;54,43;-;53,13;51,78;71,9;51,99;71,9;54,43;-;54,43;48,79
10.04.2019;08:00;58,02;56,08;56,08;58,02;78,48;58,02;-;56,08;54,91;78,48;53,85;78,94;58,02;-;58,02;55,95
10.04.2019;09:00;50,59;49,38;49,38;54,35;78;50,59;-;49,38;50,13;78;49,34;72,4;51,41;-;51,55;48,97
10.04.2019;10:00;46,21;46,21;46,15;49,5;71,37;44,68;-;46,15;48,66;71,37;46,29;67,42;46,94;-;44,68;46,15
10.04.2019;11:00;44,44;44,44;44,5;51,04;71,04;41,34;-;44,5;47,04;71,04;45,25;63,94;45,94;-;41,34;44,5
10.04.2019;12:00;41,16;43,88;43,88;50,07;58,83;36,5;-;43,88;45,5;58,83;43,2;60,91;43,12;-;36,5;43,88
10.04.2019;13:00;39,98;43,53;43,53;44,62;56,07;37,41;-;43,53;43,01;56,07;41,64;59,18;41,03;-;37,61;43,53
10.04.2019;14:00;38,22;42,41;42,41;38,37;67;38,14;-;42,41;40,48;67;40,5;63,07;38,25;-;38,16;42,41
10.04.2019;15:00;37,6;42,43;42,43;37,6;67;37,6;-;42,43;39,16;67;39,41;61,56;37,6;-;37,6;42,43
10.04.2019;16:00;38,12;43,46;43,46;38,12;67;38,12;-;43,46;39,76;67;39,25;63,91;38,12;-;38,12;43,46
10.04.2019;17:00;42,6;42,6;44,01;42,6;64,99;42,6;-;44,01;43,97;64,99;42;62,66;42,6;-;42,6;44,01
10.04.2019;18:00;46,5;46,5;45,09;46,5;67;46,5;-;45,09;46,19;65;45,03;64,27;46,5;-;46,5;45,09
10.04.2019;19:00;47,2;47,2;47,2;47,2;72,4;47,2;-;47,2;48,62;72,4;48;75,6;47,2;-;47,2;45,68
10.04.2019;20:00;46,97;46,97;46,97;46,97;75;46,97;-;45,84;47,18;75;47;75,9;46,97;-;46,97;45,79
10.04.2019;21:00;44,56;44,56;44,26;44,56;72;44,56;-;44,26;44,18;72;43,75;62,52;44,56;-;44,56;44,26
10.04.2019;22:00;42,6;42,6;43,65;42,6;56,76;42,6;-;43,65;42,77;56,76;42,68;56,6;42,6;-;42,6;43,65
10.04.2019;23:00;39,23;42,01;42,01;39,23;53,66;39,23;-;42,01;38,87;39,23;40,18;48,2;39,23;-;39,23;42,01
11.04.2019;00:00;37,5;42,47;42,47;37,5;50,52;37,5;-;42,47;39,44;37,5;38,98;38,98;37,5;-;37,5;42,47
11.04.2019;01:00;37,07;41,94;41,94;37,07;49,13;37,07;-;41,94;38,13;37,07;37,5;37,5;37,07;-;37,07;41,94
11.04.2019;02:00;37,07;41,9;41,9;37,07;47,03;37,07;-;41,9;37,19;37,07;36,9;36,9;37,07;-;37,07;41,9
11.04.2019;03:00;36,52;41,96;41,96;36,52;46,26;36,52;-;41,96;36,85;36,52;36,34;36,34;36,52;-;36,52;41,96
11.04.2019;04:00;37,1;42,3;42,3;37,1;48,27;37,1;-;42,3;37,38;37,1;37,33;37,33;37,1;-;37,1;42,3
11.04.2019;05:00;38,87;43,92;43,92;38,87;53,55;38,87;-;43,92;40,51;38,87;40,32;40,59;38,87;-;38,87;43,92
11.04.2019;06:00;47,91;47,91;47,91;47,91;59,04;47,91;-;47,91;49,7;47,91;49,81;59,57;47,91;-;47,91;47,91
